keep_YN,score,category,domain,summary,verbatim,corpus_id,anchor,link
,3,open_problem,fatigue,"Room temperature (~20°C) is the worst-case condition for hydrogen-assisted cracking kinetics, but the mechanism behind this peak susceptibility window is unexplained.","Where is the shortest time, and what time is it? It's just over one hour at room temperature, 20 degrees C. We live in the worst possible temperature for hydrogen cracking.",WM_Su2014_16,§7.p5,https://r-h-taylor.github.io/lectures/e6E3olVXKQM.html?q=Where%20is%20the%20shortest%20time%2C%20and%20what%20time%20is%20it%3F%20It%27s%20just%20o#l3-s7-p5
,3,open_problem,joining,"Understand why different hydrogen cracking tests (Prooftstform, Tekken, implant test) all partially work but also partially fail to predict real welding behavior.","There are literally dozens of these little laboratory tests to try to simulate the restraint that you get in a real welding situation. They all sort of work, but they also all sort of don't work, right?",WM_Su2014_16,§8.p5,https://r-h-taylor.github.io/lectures/e6E3olVXKQM.html?q=There%20are%20literally%20dozens%20of%20these%20little%20laboratory%20tests%20#l3-s8-p5
,3,open_problem,welding,The source and transport mechanism of hydrogen into cookware during plasma-spray coating with Ar–H₂ mixtures remains incompletely characterized.,"I said, you've got martensite, you've got your residual stresses from the forming operation — I don't know where your hydrogen comes from.",WM_Su2014_17,§1.p3,https://r-h-taylor.github.io/lectures/MJs0XxC5_6Q.html?q=I%20said%2C%20you%27ve%20got%20martensite%2C%20you%27ve%20got%20your%20residual%20stre#l3-s1-p3
,3,open_problem,steel,Understand why Japanese shipbuilding steels required no preheat while equivalent alloy steels needed 200°F preheat—a cost-saving innovation whose metallurgical basis wasn't fully explained.,"The Japanese were making commercial steels for shipbuilding at the time that required no preheat. They might have one-inch-thick plate that in the old days, with an alloy steel, you had to preheat to 200 degrees — now they didn't have to preheat it at all, at least during the summer in Japan.",WM_Su2014_18,§3.p5,https://r-h-taylor.github.io/lectures/CBSri-H9tUE.html?q=The%20Japanese%20were%20making%20commercial%20steels%20for%20shipbuilding%20#l3-s3-p5
,3,open_problem,steel,"The metallurgical mechanism of temper embrittlement in carbon steels in the 600–1000°F range is avoided empirically but lacks clear explanation, especially relative to alloy steels.","We tend to avoid for metallurgical reasons 600 to a thousand, because you get something called temper embrittlement, which is another problem in carbon steels — not so much in alloy steels, but we try to avoid that.",WM_Su2014_18,§4.p3,https://r-h-taylor.github.io/lectures/CBSri-H9tUE.html?q=We%20tend%20to%20avoid%20for%20metallurgical%20reasons%20600%20to%20a%20thousand#l3-s4-p3
,3,open_problem,measurement,The mechanism behind hose instability in high-energy electron beams in atmospheric conditions remains poorly characterized and limits welding applications.,"The only problem with that high-energy electron beam: it worked great in a vacuum, but unfortunately the ocean is not in a vacuum, it's got air above it. They ran into something called a hose instability. You could shoot what should have been a straight beam coming out, but then the atmosphere would cause those electrons to whip around like the end of a garden hose that wasn't restrained that had water flow.",WM_Su2014_18,§6.p5,https://r-h-taylor.github.io/lectures/CBSri-H9tUE.html?q=The%20only%20problem%20with%20that%20high-energy%20electron%20beam%3A%20it%20wor#l3-s6-p5
,3,open_problem,welding,Why do some shipyards successfully weld stainless-to-chromoly transition joints while others consistently fail under identical procedures?,"People had been making this joint in other shipyards for years. So I said, why don't you just machine the joint prep a little differently... The reason other people had probably been successful, I don't really know, is that these guys were probably butting things up tight, and other people may not have had things quite so tight, or they were putting in a bigger weld.",WM_Su2014_20,§4.p5,https://r-h-taylor.github.io/lectures/qBeTbWLRrVo.html?q=People%20had%20been%20making%20this%20joint%20in%20other%20shipyards%20for%20yea#l3-s4-p5
,3,open_problem,welding,Understanding why thick-section welds fail catastrophically after successful repair attempts despite increased preheat.,"They decided, well, we need more preheat. They came in with heating blankets and heated up just locally... They heated locally, and this time they successfully made the weld, put it back on its post, and on the first shot to forge something — big bang, cracked again.",WM_Su2014_20,§5.p4,https://r-h-taylor.github.io/lectures/qBeTbWLRrVo.html?q=They%20decided%2C%20well%2C%20we%20need%20more%20preheat.%20They%20came%20in%20with%20#l3-s5-p4
,3,open_problem,measurement,Laser marking and engraving techniques introduce hydrogen or create brittle high-hardness zones in high-strength steels; optimization of non-melting laser methods is incomplete.,"They went to laser scribing, where you melt the surface. All they're doing is a super rapid cool in a high strength steel, and they would end up with high hardness, not necessarily a hydrogen crack, but just very high hardness. The thing would start a brittle crack and they would start fatigue cracks. So now they actually have some laser engraving techniques that don't melt the surface.",WM_Su2014_21,§4.p3,https://r-h-taylor.github.io/lectures/JqHyPQAPsao.html?q=They%20went%20to%20laser%20scribing%2C%20where%20you%20melt%20the%20surface.%20All#l3-s4-p3
,3,open_problem,fatigue,Fillet welds at stress concentrations (like rigging blocks) initiate fatigue cracks in large structures; design rules for preventing this failure mode need clarification.,"The cracks started at a fillet weld where they had little blocks... they decided we don't need to take that off. Well that became the stress concentration, that was the beginning of the fatigue crack that caused the thing to fracture.",WM_Su2014_21,§5.p1,https://r-h-taylor.github.io/lectures/JqHyPQAPsao.html?q=The%20cracks%20started%20at%20a%20fillet%20weld%20where%20they%20had%20little%20bl#l3-s5-p1
,3,open_problem,fracture,"Investigate why the IMT hot isostatic press vessel failed via brittle fracture despite supercomputer design—specifically, the role of transient thermal stress from internal heating and external water cooling.","They designed this on a supercomputer. In the mid-1980s, the supercomputer was not quite as good as a PC of five years ago. They had assumed everything was steady state heat flow — but you have this thing heated on the inside and you have to water cool the outside to keep it from getting too hot. They had this brittle fracture.",WM_Su2014_21,§6.p3,https://r-h-taylor.github.io/lectures/JqHyPQAPsao.html?q=They%20designed%20this%20on%20a%20supercomputer.%20In%20the%20mid-1980s%2C%20the#l3-s6-p3
,3,open_problem,steel,"Why do some high-toughness steel plates occasionally arrive at 30 foot-pounds while the average hovers near 21, and what causes this unexplained variability in normalized plate properties?","But every now and then one of the plates would come in at 30 foot-pounds... Most of them were down around 15 to 19 on the first normalize, and they'd have to second normalize some of them, even triple normalize.",WM_Su2014_22,§3.p6,https://r-h-taylor.github.io/lectures/fcDV3MMlcAE.html?q=But%20every%20now%20and%20then%20one%20of%20the%20plates%20would%20come%20in%20at%2030#l3-s3-p6
,3,open_problem,welding,The physics of why arcs cannot run in parallel remains incompletely understood despite practical workarounds.,"You can't run arcs in parallel. From basic physics, an arc is not a resistive element — it actually is a negative-resistance element. If you try to run two arcs in parallel, from a physics point of view one will snuff out the other and you'll carry all the current in one arc.",WM_Su2014_22,§6.p2,https://r-h-taylor.github.io/lectures/fcDV3MMlcAE.html?q=You%20can%27t%20run%20arcs%20in%20parallel.%20From%20basic%20physics%2C%20an%20arc%20i#l3-s6-p2
,3,open_problem,welding,The mechanisms controlling plasma conductivity scaling with current in multi-arc systems need investigation.,"The conductivity of the plasma becomes much greater with more current. So if you have fifty percent of your current here and fifty percent here, one of them will take a hundred percent of the current and starve the other.",WM_Su2014_22,§6.p2,https://r-h-taylor.github.io/lectures/fcDV3MMlcAE.html?q=The%20conductivity%20of%20the%20plasma%20becomes%20much%20greater%20with%20mor#l3-s6-p2
,3,open_problem,fatigue,Mechanism of fatigue crack initiation at saddle attachments on tanks due to localized stiffness changes under dynamic sloshing loads.,"They had a saddle arrangement. And right there you have a change in stiffness. So as the liquid is sloshing around in the tank, that change in stiffness, you're going to get a fatigue crack right there at that location.",WM_Su2014_23,§2.p4,https://r-h-taylor.github.io/lectures/R6eVDrxe19E.html?q=They%20had%20a%20saddle%20arrangement.%20And%20right%20there%20you%20have%20a%20ch#l3-s2-p4
,3,open_problem,fatigue,The interaction between strain localization caused by undermatching filler metal and the geometric stress concentration at the weld toe in fatigue loading needs clarification.,"If you try to undermatch this, you're localizing the strain. You actually have here a weak material and a strong material... undermatching could localize the strain in the weld metal, and you could get more plasticity, and so it probably makes things worse.",WM_Su2014_23,§5.p2,https://r-h-taylor.github.io/lectures/R6eVDrxe19E.html?q=If%20you%20try%20to%20undermatch%20this%2C%20you%27re%20localizing%20the%20strain.#l3-s5-p2
,3,open_problem,corrosion,"Sulfur inclusions in stainless steel cause both solidification cracking and pitting corrosion initiation, but the mechanism linking these two failure modes is incompletely characterized.","It wasn't hydrogen cracking; it was eventually tied to the little bit of sulfur in the steel. It would also cause pitting corrosion — you'd have a little sulfur inclusion and then you'd study where your pits are, and they're right there at the sulfur inclusion in the steel. They found that on solidification, a lot of times the steels would crack.",WM_Su2014_23,§10.p1,https://r-h-taylor.github.io/lectures/R6eVDrxe19E.html?q=It%20wasn%27t%20hydrogen%20cracking%3B%20it%20was%20eventually%20tied%20to%20the%20l#l3-s10-p1
,3,open_problem,joining,"Quantify the competing effects of zero ferrite (non-magnetic requirement) versus cracking susceptibility in super-austenitic stainless steel welds, particularly the phase transformation behavior under constraint.","The problem is, with the super-austenitics, you can have zero ferrite, because that was what the Navy wanted. They wanted super-austenitic; it had zero ferrite so it wouldn't be magnetic. I showed you what would happen with that, my little Farberware pot. It was like five or ten percent ferrite down at the bottom.",WM_Su2014_23,§10.p5,https://r-h-taylor.github.io/lectures/R6eVDrxe19E.html?q=The%20problem%20is%2C%20with%20the%20super-austenitics%2C%20you%20can%20have%20zer#l3-s10-p5
,3,open_problem,joining,"Long-term behavior and failure modes of welded martensitic stainless steel (410) threaded rods under sustained tension in high-chloride environments, including delayed cracking mechanisms.","Delayed cracking. Rings a bell, right? High-hardness martensitic stainless... They hung it in August, and the thing came down a couple of days later.",WM_Su2014_24,§1.p4,https://r-h-taylor.github.io/lectures/k1wVwANPdgQ.html?q=Delayed%20cracking.%20Rings%20a%20bell%2C%20right%3F%20High-hardness%20martens#l3-s1-p4
,3,open_problem,corrosion,Duplex stainless steel's stress corrosion cracking resistance at high tensile stress in seawater environments lacks definitive guidance.,"You might be able to use a duplex stainless, but I'd have to look it up and research it, see if it'll be good enough at these stress levels in this environment.",WM_Su2014_24,§3.p2,https://r-h-taylor.github.io/lectures/k1wVwANPdgQ.html?q=You%20might%20be%20able%20to%20use%20a%20duplex%20stainless%2C%20but%20I%27d%20have%20to#l3-s3-p2
,3,open_problem,corrosion,"The mechanism of chloride stress corrosion cracking in austenitic stainless steels remains incompletely understood—Eagar describes it as 'a chemical reaction' that is 'not necessarily hydrogen exactly, but similar,' suggesting the precise failure mode is unresolved.","If you test in boiling magnesium chloride — which is a standard ASTM test for looking at chloride cracking resistance of stainless steels — we have things that will fail within an hour. It is a chemical reaction. It's not necessarily hydrogen exactly, but it's similar — you're eating things away.",WM_Su2014_24,§7.p2,https://r-h-taylor.github.io/lectures/k1wVwANPdgQ.html?q=If%20you%20test%20in%20boiling%20magnesium%20chloride%20%E2%80%94%20which%20is%20a%20stand#l3-s7-p2
,3,open_problem,steel,Ferritics show promise for chloride resistance but are hindered by grain growth and poor impact toughness—understanding how to overcome these trade-offs would expand material options for corrosive environments.,"Or if you go to the ferritics. But the problem with ferritics and martensitics is, the martensitics will hydrogen crack, and the ferritics have grain growth and impact toughness problems.",WM_Su2014_24,§7.p3,https://r-h-taylor.github.io/lectures/k1wVwANPdgQ.html?q=Or%20if%20you%20go%20to%20the%20ferritics.%20But%20the%20problem%20with%20ferritic#l3-s7-p3
,3,open_problem,welding,"Understanding why atmospheric pressure changes alter weld pool shape and arc characteristics, as observed when PIGMA welding was developed to compensate for Denver's lower pressure.",It turns out the atmospheric pressure there is about 0.82 atmospheres. So it didn't work the same — the shape of the weld pools wasn't the same when you lost 20 percent of your pressure... the arc characteristics changed enough — pressure does affect arcs.,WM_Su2014_25,§5.p3,https://r-h-taylor.github.io/lectures/0wUIpk_5BRY.html?q=It%20turns%20out%20the%20atmospheric%20pressure%20there%20is%20about%200.82%20at#l3-s5-p3
,3,open_problem,corrosion,"Unclear why molybdenum content raises critical pitting temperature in stainless steels, and how welding segregation lowers it.","This is a function of molybdenum content... When you weld it, because of segregation in the welding zone and changes in the microstructure, you'll get pitting at a lower temperature.",WM_Su2014_25,§8.p1,https://r-h-taylor.github.io/lectures/0wUIpk_5BRY.html?q=This%20is%20a%20function%20of%20molybdenum%20content...%20When%20you%20weld%20it#l3-s8-p1
,3,open_problem,nickel,Long-term formation of brittle topologically close-packed phases in nickel superalloys remains incompletely understood as a practical failure mechanism.,"If you hold some of these alloys at temperature for a long period of time, you'll end up with that structure. This also happens in some of the stainless steels. The times we're talking about are tens of thousands of hours. Okay. That may have been one of the problems we had with my chrome-moly tube over at the Boston Navy Yard... the stainless steel probably, after ten thousand hours, formed this brittle phase, and the things would crack. So it's a general problem.",WM_Su2014_26,§2.p2–p3,https://r-h-taylor.github.io/lectures/97xAeQRs69g.html?q=If%20you%20hold%20some%20of%20these%20alloys%20at%20temperature%20for%20a%20long%20p#l3-s2-p2
,3,open_problem,titanium,The mechanisms and solutions for creep-fatigue interaction in compressed titanium submarine hulls were not well solved by Soviet designers and remain a significant engineering barrier.,"It turns out that if you compress titanium and hold it under compression, fatigue cracks grow really fast. Well, guess what a submarine hull is — it's held under compression when you're down deep... the people from NRL were asking me about, how did the Soviets solve the creep-fatigue interaction — is that they didn't. They just built the ships and then they found out about the creep-fatigue interaction.",WM_Su2014_26,§4.p2–p4,https://r-h-taylor.github.io/lectures/97xAeQRs69g.html?q=It%20turns%20out%20that%20if%20you%20compress%20titanium%20and%20hold%20it%20under#l3-s4-p2
,3,open_problem,nickel,Why some liquation cracks in nickel alloys self-heal while others remain as persistent voids is unexplained.,"They call this a self-healing crack. Well, this one might be self-healing here, but these two weren't self-healing, they're still voids. So it's not a great situation.",WM_Su2014_26,§5.p3,https://r-h-taylor.github.io/lectures/97xAeQRs69g.html?q=They%20call%20this%20a%20self-healing%20crack.%20Well%2C%20this%20one%20might%20be#l3-s5-p3
,3,open_problem,nickel,The relationship between weld profile geometry and solidification cracking susceptibility in nickel alloys lacks systematic characterization.,"So the weld profile makes a difference — not just for fatigue. This would be a good profile for fatigue; this is a worse profile for fatigue, with a higher stress concentration at that corner than this one. But this is lousy for solidification cracking.",WM_Su2014_26,§6.p2,https://r-h-taylor.github.io/lectures/97xAeQRs69g.html?q=So%20the%20weld%20profile%20makes%20a%20difference%20%E2%80%94%20not%20just%20for%20fatigu#l3-s6-p2
,3,open_problem,nickel,Understand the mechanisms of coarsening in nickel superalloy gamma-prime phases during long-term service and how heat treatment parameters influence the rate and reversibility of this degradation.,"The problem is, there's something called coarsening in metallurgy: if you have fine structures — these nice rectangular blocks because of the crystal structure — over time they will get larger... The bigger bubbles steal molecules from the smaller bubbles, and so the little bubbles pump up the big bubbles.",WM_Su2014_27,§1.p3,https://r-h-taylor.github.io/lectures/dy4fI6J1gFo.html?q=The%20problem%20is%2C%20there%27s%20something%20called%20coarsening%20in%20metal#l3-s1-p3
,3,open_problem,fracture,"Eagar observes that stop-drilling cracks works differently in sheet metal versus thick plate, and the mechanics of this difference in 3D are poorly understood.","Stop-drilling cracks. One of the problems is, if you're not careful, you think the crack goes to here and you put the hole here, but in fact the crack went deeper and you can't always see it — then you didn't do anything to stop the stress concentration. It works in sheet metal. It doesn't work so well in plate, because if you start thinking of the other dimension, how are you going to stop-drill it? The crack is not necessarily just perpendicular to the surface, okay.",WM_Su2014_27,§4.p11,https://r-h-taylor.github.io/lectures/dy4fI6J1gFo.html?q=Stop-drilling%20cracks.%20One%20of%20the%20problems%20is%2C%20if%20you%27re%20not%20#l3-s4-p11
,3,open_problem,aluminum,Why 5456 aluminum—a Navy workhorse alloy—exhibits cracking behavior that differs from other 5000-series alloys.,"[Section title references '5456 cracking' as a distinct phenomenon; Eagar notes 5456 is a Navy alloy with good weldability and joint efficiency, yet the title flags cracking as a specific issue]",WM_Su2014_27,§8.p0,https://r-h-taylor.github.io/lectures/dy4fI6J1gFo.html?q=%5BSection%20title%20references%20%275456%20cracking%27%20as%20a%20distinct%20phen#l3-s8-p0
,3,open_problem,aluminum,Understanding why scandium grain-refinement works better than titanium in aluminum alloys remains unexplained.,"We use titanium in some aluminum alloys as a grain refiner — you get titanium nitrides or titanium borides that form as low precipitants and keep the grains from getting large, so you get fine-grained aluminum. But scandium works even better.",WM_Su2014_29,§1.p1,https://r-h-taylor.github.io/lectures/d-QWemzw5KI.html?q=We%20use%20titanium%20in%20some%20aluminum%20alloys%20as%20a%20grain%20refiner%20%E2%80%94#l3-s1-p1
,3,open_problem,magnesium,Magnesium stress-corrosion cracking in welds remains unsolved and blocks automotive adoption.,"That's why I said magnesium is the metal of the future in automobiles — always has and always will be — unless someone solves the stress-corrosion cracking problem, okay.",WM_Su2014_29,§2.p7,https://r-h-taylor.github.io/lectures/d-QWemzw5KI.html?q=That%27s%20why%20I%20said%20magnesium%20is%20the%20metal%20of%20the%20future%20in%20au#l3-s2-p7
,3,open_problem,magnesium,Practical methods to eliminate cracks trailing behind the welding arc in magnesium are unknown.,If you go to the welding handbook they will tell you how to do it; they just won't tell you how to get rid of the crack that follows behind your arc.,WM_Su2014_29,§2.p8,https://r-h-taylor.github.io/lectures/d-QWemzw5KI.html?q=If%20you%20go%20to%20the%20welding%20handbook%20they%20will%20tell%20you%20how%20to%20#l3-s2-p8
,3,open_problem,aluminum,The relationship between alloy composition and peak cracking susceptibility in aluminum welds is empirically known but mechanistically unexplained.,"You find that the composition of the weld — percent of alloying element — you'll get your maximum cracking at some intermediate level. That's just this wide freezing range. Highly alloyed, no cracking. Lightly alloyed, no cracking. Wide intermediate, lots of cracking.",WM_Su2014_29,§4.p8,https://r-h-taylor.github.io/lectures/d-QWemzw5KI.html?q=You%20find%20that%20the%20composition%20of%20the%20weld%20%E2%80%94%20percent%20of%20alloy#l3-s4-p8
,3,open_problem,aluminum,"Why aluminum alloys lose toughness as strength increases, especially regarding stress-corrosion cracking and other degradation modes in high-strength variants.","Because we're usually trying to push the aluminums — just like baseball bats — to higher and higher strength, which means more and more corrosion problems, stress corrosion cracking and other things.",WM_Su2014_31,§4.p4,https://r-h-taylor.github.io/lectures/c62G8QyDL3o.html?q=Because%20we%27re%20usually%20trying%20to%20push%20the%20aluminums%20%E2%80%94%20just%20li#l3-s4-p4
,3,open_problem,aluminum,Systematic comparison of cracking behavior and filler-metal sensitivity when welding dissimilar aluminum alloys versus matching alloys.,"If you try to use some of these other welding electrodes and don't follow this table, you're going to get cracking. You're liable to not be in the range where you want to be — lightly alloyed when you mix the weld metal with the base metal, or highly alloyed. You'll be in the wide freezing range and you're going to have cracking.",WM_Su2014_31,§6.p2,https://r-h-taylor.github.io/lectures/c62G8QyDL3o.html?q=If%20you%20try%20to%20use%20some%20of%20these%20other%20welding%20electrodes%20and#l3-s6-p2
,3,open_problem,aluminum,"Quantitative design rules for stress concentration factors and joint geometry in aluminum welds, as opposed to the more forgiving rules established for steel.","If I were welding steel, this happens to be an example of welding two plates of different thickness, and they show how you would taper one down in aluminum. Because steel has more toughness, which means it can tolerate sharp corners a lot more than aluminum.",WM_Su2014_31,§7.p1,https://r-h-taylor.github.io/lectures/c62G8QyDL3o.html?q=If%20I%20were%20welding%20steel%2C%20this%20happens%20to%20be%20an%20example%20of%20we#l3-s7-p1
,3,open_problem,aluminum,"Why aluminum welds at corners are prone to cracking and fatigue failure, while steel corners tolerate welds well.",We really like to avoid welds at the corners in aluminum. Steel has lots of toughness and so we don't mind corners in steel — we put the welds in the corners and usually do pretty well. But in aluminum you don't like to put welds at corners. They will tend to crack — either crack or fatigue.,WM_Su2014_31,§9.p2,https://r-h-taylor.github.io/lectures/c62G8QyDL3o.html?q=We%20really%20like%20to%20avoid%20welds%20at%20the%20corners%20in%20aluminum.%20St#l3-s9-p2
,3,open_problem,titanium,Understand why Soviet Alfa-class submarines experienced cracking failures caused by creep-fatigue interaction in titanium hulls.,"They leapfrogged us in submarine technology for about two years, until these things started cracking due to creep-fatigue interaction.",WM_Su2014_32,§6.p1,https://r-h-taylor.github.io/lectures/TlQXnQUYwlk.html?q=They%20leapfrogged%20us%20in%20submarine%20technology%20for%20about%20two%20ye#l3-s6-p1
,3,open_problem,corrosion,Characterize and prevent under-deposit corrosion attack on titanium heat exchanger tubes in real operating conditions.,It will corrode underneath a layer of silt. You've got to keep everything clean to prevent what they call under-deposit attack.,WM_Su2014_32,§5.p5,https://r-h-taylor.github.io/lectures/TlQXnQUYwlk.html?q=It%20will%20corrode%20underneath%20a%20layer%20of%20silt.%20You%27ve%20got%20to%20ke#l3-s5-p5
,3,open_problem,joining,Deep TIG technology (high-current gas tungsten arc with fluoride flux) lacks industrial applications and understanding outside titanium.,"Titanium has a sweet spot for both electroslag and deep TIG. What David Taylor had been working on was this one. They hadn't worked on this at all, they hadn't worked on this at all.",WM_Su2014_33,§2.p4,https://r-h-taylor.github.io/lectures/nldzJUEAYsc.html?q=Titanium%20has%20a%20sweet%20spot%20for%20both%20electroslag%20and%20deep%20TIG.#l3-s2-p4
,3,open_problem,titanium,"The relationship between shielding gas moisture content and hydrogen pickup in titanium welds needs clarification—current understanding assumes oxygen/nitrogen exclusion prevents hydrogen, but the mechanism is not fully explained.","With titanium, you have to keep the oxygen and nitrogen out to begin with, and if you keep the oxygen and nitrogen out you'll usually keep the hydrogen out. Here obviously the hydrogen and oxygen are coming from the moisture, the dew point, which is the moisture in the shielding gas.",WM_Su2014_34,§2.p4,https://r-h-taylor.github.io/lectures/1s_KEnbkpmQ.html?q=With%20titanium%2C%20you%20have%20to%20keep%20the%20oxygen%20and%20nitrogen%20out%20#l3-s2-p4
,3,open_problem,joining,"Spot weld adaptive control systems fail to respond within the weld duration, making feedback-based optimization impossible.","even though this is 60-cycle current and you're supposed to control it in four cycles of current, one fifteenth of a second — the adaptive controller wasn't even kicking in until like six cycles after the weld was over.",WM_Su2014_34,§6.p3,https://r-h-taylor.github.io/lectures/1s_KEnbkpmQ.html?q=even%20though%20this%20is%2060-cycle%20current%20and%20you%27re%20supposed%20to%20#l3-s6-p3
,3,open_problem,aluminum,The mechanism by which water pooling on hot aluminum plate edges causes localized cooling and thickness variation during rolling is not characterized.,"I remembered that I would see water pooled. This variation here is only like a millimeter or two variation out of one inch, so it might be seven percent variation, which is off gauge... I said, I'll bet you there's a reason why that water's pooling.",WM_Su2014_34,§8.p3–p4,https://r-h-taylor.github.io/lectures/1s_KEnbkpmQ.html?q=I%20remembered%20that%20I%20would%20see%20water%20pooled.%20This%20variation%20h#l3-s8-p3
,3,open_problem,welding,"Seaweed submarines experienced unexpected microscopic cracking (1 mm) in high-strength weld metal that existing inspection protocols couldn't reliably detect, requiring retrofit of 18% of the hull.","The Sea Wolf submarine problem, to get back to a Navy example, is that they ended up getting too high carbon content and alloy content. The weld metal was 30 or 40% higher strength than it was intended to be, because of the chemistry, and they got a less tough steel. It formed little microscopic flaws that the original inspectors weren't looking for, something that small. It's a different type of cracking that we hadn't seen before.",WM_Su2015_01,§9.p1,https://r-h-taylor.github.io/lectures/DokriGA10Oo.html?q=The%20Sea%20Wolf%20submarine%20problem%2C%20to%20get%20back%20to%20a%20Navy%20exampl#l3-s9-p1
,3,open_problem,titanium,Creep-fatigue interaction in titanium remains unresolved and prevented the U.S. Navy from recommending titanium submarines.,"How do they solve the creep-fatigue interactions? I said, I don't know. Well, it turns out they didn't. The Naval Research Laboratory had done all kinds of studies on this. It was one of the reasons why they couldn't recommend, even if you had the money, going to build a titanium submarine.",WM_Su2015_02,§3.p6,https://r-h-taylor.github.io/lectures/9gA5RNdtLDo.html?q=How%20do%20they%20solve%20the%20creep-fatigue%20interactions%3F%20I%20said%2C%20I%20#l3-s3-p6
,3,open_problem,welding,The mechanisms by which nitrogen from bare steel wire causes weld porosity and how it gets rejected during solidification remain incompletely characterized.,"The problem with the bare steel wire is it picks up nitrogen from the air, and when it solidifies the nitrogen gets rejected, and the rejected nitrogen comes out and makes the weld porous.",WM_Su2015_03,§2.p2,https://r-h-taylor.github.io/lectures/_JAsjrPvjxs.html?q=The%20problem%20with%20the%20bare%20steel%20wire%20is%20it%20picks%20up%20nitrogen#l3-s2-p2
,3,open_problem,welding,Large-scale multi-pass welding (400+ passes in thick steel forgings) involves poorly understood interactions between successive passes that could affect structural integrity.,"This is a weld in a 17-inch-thick piece of steel. It was part of a forging press they were trying to repair in Pennsylvania some time ago. I didn't count exactly, but there'd be 400, a hundred-and-something passes in here.",WM_Su2015_03,§3.p3,https://r-h-taylor.github.io/lectures/_JAsjrPvjxs.html?q=This%20is%20a%20weld%20in%20a%2017-inch-thick%20piece%20of%20steel.%20It%20was%20par#l3-s3-p3
,3,open_problem,welding,Understand the mechanism by which residual stress from jacking pipes into alignment during initial construction causes later corrosion and failure in naval piping systems.,"Back in the shipyard, when they built the thing, they would jack a pipe — if it didn't line up, you jack it on tight and weld it. And now we go in years later, and we cut that pipe out and realize you can't just rebuild it and have your piping line up with no stress... There's a lot of resources that go onto a ship.",WM_Su2015_03,§6.p2,https://r-h-taylor.github.io/lectures/_JAsjrPvjxs.html?q=Back%20in%20the%20shipyard%2C%20when%20they%20built%20the%20thing%2C%20they%20would%20#l3-s6-p2
,3,open_problem,steel,"Understand why heat treatment (normalization) improves toughness inconsistently: some steel passes after one cycle, others after two, and some fails entirely despite multiple attempts.","After they did that, maybe two-thirds of the ones that didn't pass the last time — the 18 or 19 — would now pass at 20, 21, 22, whatever. Some that still didn't pass — the 10% — they'd put through a second renormalization, and some would pass and some wouldn't.",WM_Su2015_05,§8.p5,https://r-h-taylor.github.io/lectures/r3NzM4MlAl8.html?q=After%20they%20did%20that%2C%20maybe%20two-thirds%20of%20the%20ones%20that%20didn%27#l3-s8-p5
,3,open_problem,corrosion,Unclear why hydrogen cracking in the Bay Bridge's 46-inch corrosion-generated hydrogen case occurred within weeks when typical hydrogen diffusion takes days—a timing discrepancy worth investigating.,"The Bay Bridge in California — it's coming from corrosion. They have big 46-inch-diameter steel tie rods, and they started corroding. The corrosion process creates hydrogen that diffuses into the steel — not as much as in welding — and they said, oh, they cracked within a couple of weeks. Well, that's hydrogen.",WM_Su2015_06,§6.p1,https://r-h-taylor.github.io/lectures/w1moz79p9kQ.html?q=The%20Bay%20Bridge%20in%20California%20%E2%80%94%20it%27s%20coming%20from%20corrosion.%20T#l3-s6-p1
,3,open_problem,fracture,Hydrogen diffusion and crack initiation at microscopic inclusions and notches is observable but the precise mechanism controlling crack growth rate remains unclear.,"as it concentrates at the crack tip, it allows the crack to progress. You can see in the microscope the crack growing, and you can see the bubbles coming up right ahead of it, because the hydrogen wants to diffuse to that crack tip — unless you can diffuse it out to the air faster.",WM_Su2015_06,§8.p2,https://r-h-taylor.github.io/lectures/w1moz79p9kQ.html?q=as%20it%20concentrates%20at%20the%20crack%20tip%2C%20it%20allows%20the%20crack%20to%20#l3-s8-p2
,3,open_problem,steel,"Eagar notes that fine grain size is universally beneficial for strength and toughness in steel, but suggests the mechanism by which alloying elements harm toughness despite improving hardenability remains incompletely understood.","The only thing you can do to steel or any metal to get both strength and toughness, which is what we want, is fine grain size. You add alloying elements, you're hurting your toughness, but you're getting greater hardenability.",WM_Su2015_07,§5.p2,https://r-h-taylor.github.io/lectures/GYtCQg57RNU.html?q=The%20only%20thing%20you%20can%20do%20to%20steel%20or%20any%20metal%20to%20get%20both%20#l3-s5-p2
,3,open_problem,other,"Eagar identifies a gap in understanding why grain boundaries in silicon solar cells cause electron loss and efficiency penalties, presenting an opportunity to model or measure electron transport at grain boundaries quantitatively.","Wherever you have a grain boundary, you're losing electrons, and you're not getting the solar efficiency... you'd love single-crystal silicon for solar cells, but that's too expensive in general.",WM_Su2015_07,§5.p3,https://r-h-taylor.github.io/lectures/GYtCQg57RNU.html?q=Wherever%20you%20have%20a%20grain%20boundary%2C%20you%27re%20losing%20electrons%2C#l3-s5-p3
,3,open_problem,corrosion,Establish predictive models or field data for stress-corrosion-cracking failure rates in stainless steel seawater piping to extend Navy ship service life beyond 50 years.,"When you talk about the in-ring designs of stainless steel, stress corrosion cracking is a serious problem... they're going for 50 years on a ship.",WM_Su2015_08,,
